   2.0000000e+00   6.8082048e+00   1.6734655e+00   1.8590533e-01
   3.0000000e+00   1.3941514e+01  -1.7212746e+00  -2.4377821e+00
   1.0000000e+00   1.9833954e+01  -3.3590239e+00   1.0845576e+00
   3.0000000e+00   2.4024485e+01  -1.7929334e+00  -3.4410004e+00
   3.0000000e+00   6.3163953e+01  -2.1030638e+00  -2.6058908e+00
   2.0000000e+00   6.7912674e+01   9.0505242e-01  -8.1536190e-01
   2.0000000e+00   8.1704311e+01   1.4749100e+00  -5.6725940e-01
   3.0000000e+00   8.3737524e+01  -2.4668852e+00  -3.0058894e+00
   3.0000000e+00   9.6619426e+01  -2.2326191e+00  -3.4584015e+00
   0.0000000e+00   1.0525192e+02   1.9400784e-01   3.0869247e+00
   3.0000000e+00   1.6801431e+02  -1.9672741e+00  -2.6525893e+00
   1.0000000e+00   1.6999427e+02  -3.8533281e+00   1.4987066e+00
   3.0000000e+00   1.8368056e+02  -2.6803427e+00  -3.3042940e+00
   3.0000000e+00   1.8967963e+02  -2.2840023e+00  -3.0006982e+00
   3.0000000e+00   1.9193768e+02  -1.8783229e+00  -2.5067288e+00
   3.0000000e+00   1.9991233e+02  -2.1411612e+00  -2.5938822e+00
   2.0000000e+00   2.2213953e+02   5.9703829e-01  -1.0580313e+00
   3.0000000e+00   2.3485792e+02  -2.6126777e+00  -2.3151170e+00
   1.0000000e+00   2.8386714e+02  -3.2877078e+00   2.8295602e-01
   2.0000000e+00   2.9835989e+02   1.0628035e+00  -2.2149570e+00
   2.0000000e+00   3.1249918e+02   4.5431160e-01  -1.2228105e+00
   2.0000000e+00   3.3183881e+02   1.5634760e+00  -6.5821451e-01
   2.0000000e+00   3.3847753e+02   3.1289617e-01  -1.5869237e+00
   2.0000000e+00   3.6429175e+02   6.9199082e-01  -1.3521830e+00
   2.0000000e+00   3.9546534e+02   1.0091612e+00  -8.7885661e-01
   2.0000000e+00   4.1107496e+02   1.7893829e+00  -2.7408816e-01
   2.0000000e+00   4.1936070e+02   1.6198778e+00  -7.1298689e-01
   2.0000000e+00   4.2675123e+02   1.3815013e+00  -1.7558516e+00
   1.0000000e+00   4.3452552e+02  -3.0931487e+00   1.9580379e+00
   2.0000000e+00   4.3622396e+02   1.0166803e+00  -6.5226752e-01
   2.0000000e+00   4.5650729e+02   1.5500989e+00  -3.9783584e-01
   3.0000000e+00   4.8339376e+02  -2.3007349e+00  -2.4972746e+00
   2.0000000e+00   5.0158410e+02   1.2338684e+00  -1.3644627e+00
   0.0000000e+00   5.9456515e+02   1.9896784e-01   3.0041266e+00
   2.0000000e+00   6.4948363e+02   7.4172129e-01  -1.1366677e-01
   3.0000000e+00   6.8670396e+02  -2.0949436e+00  -3.0141583e+00
   2.0000000e+00   7.2030071e+02   9.9838229e-01  -6.7703346e-01
   0.0000000e+00   7.3494380e+02   9.9800660e-02   2.6723188e+00
   1.0000000e+00   7.8680588e+02  -1.8675407e+00   1.3482246e+00
   0.0000000e+00   7.8692795e+02  -2.3193017e-02   2.4217914e+00
   3.0000000e+00   8.0121910e+02  -1.8995172e+00  -2.6124401e+00
   3.0000000e+00   8.1471882e+02  -2.0533609e+00  -2.8362464e+00
   1.0000000e+00   8.2657058e+02  -2.6916093e+00   8.0879680e-01
