   2.0000000e+00   2.3795051e+01   1.1859361e+00  -1.1928484e+00
   3.0000000e+00   3.8408140e+01  -2.6919927e+00  -3.0397026e+00
   3.0000000e+00   4.1401888e+01  -1.6477210e+00  -2.8761667e+00
   2.0000000e+00   4.6565050e+01   1.7500281e+00  -1.0478086e+00
   2.0000000e+00   6.4014975e+01   1.7537567e+00  -1.1037908e+00
   2.0000000e+00   6.9439257e+01   1.7839998e+00  -1.9262318e+00
   3.0000000e+00   9.8834529e+01  -1.5941764e+00  -3.3173988e+00
   1.0000000e+00   1.1699682e+02  -3.0199923e+00   6.9369085e-01
   2.0000000e+00   1.2017744e+02   1.0916172e-01  -5.1229005e-02
   2.0000000e+00   1.3212972e+02   1.4792982e+00  -1.2800235e+00
   0.0000000e+00   1.4548643e+02  -2.4144463e-01   2.8119699e+00
   1.0000000e+00   1.6720927e+02  -3.0936867e+00   1.3760608e+00
   3.0000000e+00   1.7266882e+02  -1.4382107e+00  -3.4489104e+00
   1.0000000e+00   1.7523758e+02  -3.7315463e+00   5.8368077e-01
   2.0000000e+00   1.7546615e+02   4.0938731e-01  -1.7147874e+00
   2.0000000e+00   2.0737514e+02   5.3698279e-01  -1.6014621e+00
   3.0000000e+00   2.1036180e+02  -2.6696972e+00  -3.6602252e+00
   1.0000000e+00   2.1215310e+02  -3.2940613e+00   1.1345100e+00
   0.0000000e+00   2.4243116e+02  -1.3133441e-01   2.0565958e+00
   0.0000000e+00   2.4613637e+02   2.9813862e-01   2.7646765e+00
   1.0000000e+00   2.4998253e+02  -2.3664442e+00   1.6251186e+00
   3.0000000e+00   2.6091767e+02  -2.2203194e+00  -2.8082937e+00
   2.0000000e+00   2.7473867e+02   1.1581876e+00  -8.1235853e-01
   3.0000000e+00   2.8961969e+02  -1.8673487e+00  -2.5396049e+00
   3.0000000e+00   3.0334844e+02  -1.1630274e+00  -2.3896270e+00
   2.0000000e+00   3.0423625e+02   1.2232278e+00  -1.0326940e+00
   3.0000000e+00   3.3077247e+02  -1.9129396e+00  -2.8475426e+00
   3.0000000e+00   3.4031751e+02  -2.2583634e+00  -2.4424716e+00
   1.0000000e+00   3.4240437e+02  -2.7198489e+00   5.8173652e-01
   1.0000000e+00   3.6343680e+02  -3.0263706e+00   5.8679585e-01
   2.0000000e+00   3.6345557e+02   1.4198484e+00  -1.6941676e+00
   1.0000000e+00   3.7581565e+02  -2.9467416e+00   9.6241821e-01
   2.0000000e+00   3.8400314e+02   2.4448206e+00  -7.4584262e-01
   1.0000000e+00   4.0255534e+02  -3.4626957e+00   5.4158738e-01
   2.0000000e+00   4.1826143e+02   1.0747393e+00  -6.9005965e-01
   2.0000000e+00   4.2550298e+02   1.6643384e+00  -9.6763091e-01
   1.0000000e+00   4.4682883e+02  -2.9164703e+00   1.0294551e+00
   1.0000000e+00   4.6964070e+02  -3.4900601e+00   6.4012261e-01
   2.0000000e+00   4.7712065e+02   6.6255615e-01  -1.1068002e+00
   1.0000000e+00   4.8777029e+02  -2.6632946e+00   7.7534687e-01
   3.0000000e+00   4.9605471e+02  -2.3184011e+00  -3.2943433e+00
   3.0000000e+00   5.0079672e+02  -2.4187716e+00  -3.1828516e+00
   1.0000000e+00   5.0249374e+02  -2.8389532e+00   1.3862692e+00
   0.0000000e+00   5.0737783e+02  -2.7192280e-01   2.2664022e+00
   1.0000000e+00   5.1020562e+02  -2.8578009e+00   9.4085812e-01
   0.0000000e+00   5.3146736e+02   4.1100434e-02   3.4054210e+00
   3.0000000e+00   5.4061275e+02  -2.3429445e+00  -2.8827307e+00
   0.0000000e+00   5.4985974e+02   1.0126703e-01   2.7335067e+00
   0.0000000e+00   5.5410762e+02   2.8474116e-01   3.2388696e+00
   3.0000000e+00   5.5752518e+02  -2.2039286e+00  -2.7111034e+00
   3.0000000e+00   6.0121385e+02  -2.6292328e+00  -2.7092020e+00
   1.0000000e+00   6.0369454e+02  -3.6504290e+00   8.0555755e-01
   0.0000000e+00   6.1311271e+02  -4.9680278e-02   3.2679857e+00
   1.0000000e+00   6.1611176e+02  -2.8146292e+00   7.8354050e-01
   2.0000000e+00   6.1634733e+02   1.2373080e+00  -7.3876171e-01
   3.0000000e+00   6.5230963e+02  -1.9493258e+00  -3.3172728e+00
   2.0000000e+00   6.6174982e+02   1.2770438e+00  -1.0384951e+00
   1.0000000e+00   6.8358188e+02  -3.2837625e+00   1.6187763e+00
   2.0000000e+00   6.9466600e+02   1.2938085e+00  -1.4512048e+00
   3.0000000e+00   7.0060560e+02  -1.1336889e+00  -3.4655645e+00
   3.0000000e+00   7.1770276e+02  -2.0771244e+00  -3.6718210e+00
   2.0000000e+00   7.2102047e+02   1.5481429e+00  -9.4813048e-01
   2.0000000e+00   7.3170728e+02   1.1669770e+00  -8.1752850e-01
   3.0000000e+00   7.4040970e+02  -2.0804864e+00  -2.4732618e+00
   1.0000000e+00   7.4210251e+02  -2.8848472e+00   1.3188907e+00
   1.0000000e+00   7.4657940e+02  -3.2689441e+00   1.7932233e+00
   2.0000000e+00   7.8771883e+02   1.7086973e+00  -8.8028919e-01
   1.0000000e+00   7.9013731e+02  -3.3742552e+00   9.0598711e-01
   2.0000000e+00   7.9553568e+02   1.2980819e+00  -1.1498818e+00
   2.0000000e+00   7.9917536e+02   7.5850489e-01  -1.4992543e+00
   1.0000000e+00   8.3645301e+02  -3.2366388e+00   1.6740067e+00
   1.0000000e+00   8.3987924e+02  -3.1342954e+00   1.0049534e+00
   0.0000000e+00   8.4261409e+02   7.4570689e-02   2.5692310e+00
   1.0000000e+00   8.5582302e+02  -2.6746007e+00   1.5307332e+00
   2.0000000e+00   8.6452563e+02   8.0843248e-01  -1.6314463e+00
   0.0000000e+00   8.8057211e+02  -1.2109010e-01   3.7043521e+00
   3.0000000e+00   8.9292196e+02  -1.9524387e+00  -3.1653041e+00
   3.0000000e+00   9.5066695e+02  -6.4783576e-01  -3.8269352e+00
   2.0000000e+00   9.6194051e+02   8.0085053e-01  -3.8448834e-01
   3.0000000e+00   9.6812841e+02  -2.1165593e+00  -2.6698368e+00
   1.0000000e+00   9.7710476e+02  -2.6034766e+00   2.5754877e-01
   0.0000000e+00   9.7757781e+02  -1.8547369e-02   3.1835569e+00
   3.0000000e+00   9.8262507e+02  -2.3762488e+00  -2.6515028e+00
   1.0000000e+00   1.0032368e+03  -2.6646045e+00   1.1147239e+00
